building_id,vegetation_presence,solar_panel_presence,facade_material,roof_type,window_wall_ratio,surrounding_green_space,green_certification,solar_installation,green_roof,year_built,insulation_type,hvac_type,building_function,energy_consumption_sqft,carbon_emission_tons,rainwater_harvesting,smart_systems,Environment Design,energy_efficiency_score
4971,0,0,concrete,green,0.79,0.63,,0,1,1989,standard,conventional,industrial,91.76,40.8,0,0,Non-Green,E
4972,1,1,wood,green,0.73,0.35,,1,1,1960,eco,renewable,institutional,9.98,4.13,0,0,Non-Green,B
4973,1,0,steel,flat,0.86,0.25,GreenMark,0,0,2013,none,renewable,residential,38.67,16.85,0,1,Green,E
4974,1,1,recycled,green,0.45,0.44,LEED,1,0,1961,none,conventional,industrial,35.07,16.82,0,0,Non-Green,C
4975,1,0,steel,green,0.34,0.38,,0,0,1976,standard,renewable,industrial,28.56,12.49,0,1,Non-Green,C
4976,0,0,steel,green,0.24,0.62,,0,0,1993,standard,conventional,residential,19.82,9.08,0,0,Green,B
4977,0,0,concrete,green,0.83,0.5,GreenMark,0,0,1960,standard,conventional,residential,17.9,7.79,0,0,Green,C
4978,0,0,concrete,green,0.23,0.17,,0,0,2007,none,renewable,institutional,9.71,4.54,1,1,Non-Green,A
4979,0,0,concrete,green,0.33,0.19,,0,0,1991,standard,conventional,industrial,32.05,14.44,0,1,Non-Green,A
4980,0,0,glass,flat,0.63,0.48,,0,0,1984,none,conventional,residential,124.29,56.93,0,1,Green,E
4981,1,1,glass,flat,0.78,0.71,GreenMark,1,1,1994,none,conventional,commercial,42.62,19.24,1,0,Non-Green,C
4982,1,0,bamboo,green,0.24,0.39,GreenMark,0,0,1984,eco,conventional,residential,6.95,3.54,0,1,Green,C
4983,0,1,steel,flat,0.74,0.02,BREEAM,1,0,1985,standard,conventional,industrial,30.69,14.35,0,0,Non-Green,C
4984,1,1,bamboo,flat,0.84,0.45,BREEAM,1,0,1981,eco,renewable,residential,10.04,4.88,0,0,Green,D
4985,0,0,steel,green,0.38,0.58,BREEAM,0,0,1988,standard,renewable,institutional,19.97,9.62,0,1,Green,D
4986,1,0,wood,flat,0.39,0.04,,0,0,2011,none,renewable,institutional,25.73,12.2,0,1,Non-Green,B
4987,1,1,concrete,flat,0.59,0.03,,1,1,1997,none,conventional,commercial,94.5,42.17,1,0,Green,D
4988,1,0,wood,flat,0.48,0.19,,0,1,1987,standard,conventional,industrial,59.94,27.33,0,1,Non-Green,D
4989,1,1,wood,green,0.72,0.42,,1,0,2015,eco,renewable,commercial,15.46,6.82,1,1,Green,C
4990,1,1,wood,green,0.56,0.35,LEED,1,0,1988,eco,renewable,industrial,5.0,1.0,1,0,Green,A
4991,0,1,steel,flat,0.51,0.56,BREEAM,1,0,1962,eco,conventional,commercial,5.51,2.93,0,1,Non-Green,A
4992,0,0,wood,flat,0.5,0.64,,0,1,2002,standard,conventional,institutional,44.53,21.15,1,0,Green,C
4993,1,0,bamboo,flat,0.83,0.23,GreenMark,0,1,2008,none,conventional,institutional,24.2,11.72,0,0,Green,C
4994,0,0,bamboo,flat,0.77,0.51,GreenMark,0,0,2002,none,renewable,commercial,28.82,12.5,0,1,Green,C
4995,0,0,recycled,green,0.25,0.6,LEED,0,1,2020,none,conventional,industrial,5.0,2.11,0,1,Green,A
4996,1,1,bamboo,flat,0.28,0.31,LEED,1,0,1995,eco,conventional,commercial,10.77,5.43,0,0,Green,B
4997,1,0,bamboo,flat,0.67,0.48,,0,0,1976,standard,renewable,commercial,24.64,10.45,0,1,Green,D
4998,1,0,recycled,flat,0.68,0.43,,0,0,1990,standard,renewable,commercial,15.07,6.29,0,0,Green,B
4999,1,1,bamboo,flat,0.46,0.61,GreenMark,1,0,1983,eco,conventional,industrial,48.42,22.82,1,0,Non-Green,E
5000,1,0,steel,green,0.28,0.6,BREEAM,0,1,1982,eco,renewable,institutional,6.27,2.59,0,1,Green,C
5001,0,0,glass,green,0.4,0.06,GreenMark,0,0,1966,none,conventional,residential,31.7,14.38,0,1,Non-Green,C
5002,1,0,bamboo,flat,0.49,0.07,,0,1,1977,none,renewable,residential,38.22,17.62,1,0,Green,D
5003,0,1,steel,flat,0.5,0.67,GreenMark,1,1,1992,standard,renewable,commercial,31.8,14.46,0,1,Non-Green,E
5004,0,0,steel,green,0.38,0.29,GreenMark,0,1,2023,eco,conventional,industrial,26.92,12.87,0,1,Non-Green,C
5005,1,1,wood,flat,0.47,0.44,LEED,1,0,2013,none,conventional,institutional,60.67,26.75,0,0,Green,E
5006,1,0,concrete,green,0.4,0.24,GreenMark,0,0,1988,standard,renewable,residential,5.0,2.48,0,0,Green,B
5007,0,1,glass,flat,0.48,0.63,GreenMark,1,0,2004,standard,conventional,institutional,20.66,9.96,0,0,Green,B
5008,1,1,glass,green,0.86,0.43,BREEAM,1,1,2006,none,conventional,institutional,12.43,5.89,0,0,Green,B
5009,0,0,steel,flat,0.41,0.53,BREEAM,0,0,1981,standard,conventional,industrial,20.39,9.79,0,0,Non-Green,B
5010,1,0,steel,flat,0.26,0.42,,0,0,1967,none,renewable,commercial,56.43,25.99,1,0,Non-Green,E
5011,0,0,concrete,green,0.46,0.23,GreenMark,0,1,2001,eco,conventional,industrial,5.0,1.63,0,0,Non-Green,A
5012,1,1,concrete,flat,0.84,0.68,LEED,1,1,1967,none,renewable,commercial,10.78,4.69,1,1,Green,B
5013,0,0,recycled,green,0.8,0.58,LEED,0,1,2012,none,conventional,residential,21.69,10.33,0,0,Green,C
5014,1,0,recycled,green,0.86,0.67,BREEAM,0,0,1974,eco,renewable,industrial,5.21,1.51,0,1,Green,B
5015,0,0,concrete,flat,0.8,0.02,BREEAM,0,0,2012,eco,conventional,industrial,13.37,6.78,0,0,Non-Green,B
5016,0,0,concrete,green,0.72,0.32,GreenMark,0,0,1982,none,conventional,industrial,64.29,29.99,1,0,Green,D
5017,1,0,recycled,flat,0.76,0.44,LEED,0,0,2004,standard,conventional,industrial,12.14,6.11,0,1,Non-Green,B
5018,1,0,steel,flat,0.81,0.54,LEED,0,0,2017,standard,renewable,residential,8.9,3.97,0,0,Green,B
5019,0,0,recycled,green,0.54,0.47,GreenMark,0,0,1969,none,renewable,commercial,26.29,11.5,1,0,Green,D
5020,1,1,bamboo,green,0.81,0.7,LEED,1,1,2016,standard,renewable,institutional,5.0,1.0,0,0,Green,A
5021,0,1,bamboo,green,0.82,0.28,BREEAM,1,1,2011,eco,conventional,residential,8.06,3.01,0,0,Green,B
5022,0,0,steel,green,0.87,0.37,BREEAM,0,0,2010,eco,renewable,industrial,11.86,5.22,0,0,Non-Green,C
5023,1,1,steel,flat,0.53,0.66,LEED,1,0,1968,none,conventional,commercial,50.45,23.59,0,0,Non-Green,C
5024,0,1,bamboo,flat,0.51,0.71,GreenMark,1,0,1979,eco,conventional,commercial,5.0,1.0,0,1,Non-Green,A
5025,0,1,glass,flat,0.36,0.27,GreenMark,1,0,1986,none,conventional,institutional,71.35,32.69,1,1,Green,D
5026,0,0,bamboo,green,0.71,0.01,LEED,0,1,2009,standard,renewable,commercial,12.22,4.79,0,1,Green,C
5027,0,0,steel,flat,0.28,0.76,LEED,0,0,1974,none,renewable,industrial,18.78,8.61,0,0,Non-Green,B
5028,1,0,recycled,green,0.39,0.17,,0,0,2000,standard,conventional,industrial,27.37,11.76,0,1,Non-Green,A
5029,0,1,steel,green,0.4,0.38,,1,0,2022,eco,conventional,residential,30.7,14.73,1,1,Green,C
5030,1,0,concrete,green,0.37,0.45,,0,1,1990,eco,conventional,industrial,16.67,7.24,1,0,Non-Green,A
5031,1,0,wood,green,0.73,0.35,,0,1,1985,none,renewable,commercial,6.07,2.82,0,1,Non-Green,A
5032,0,0,bamboo,flat,0.39,0.14,,0,1,1967,eco,conventional,commercial,24.65,11.8,0,1,Green,C
5033,0,0,concrete,flat,0.24,0.04,,0,0,1970,standard,renewable,commercial,6.31,3.63,0,1,Non-Green,A
5034,0,0,glass,flat,0.85,0.61,GreenMark,0,0,1989,standard,conventional,residential,37.61,17.43,1,1,Green,C
5035,1,0,steel,green,0.32,0.51,BREEAM,0,0,1992,eco,renewable,institutional,5.0,1.0,0,0,Non-Green,B
5036,1,0,recycled,green,0.72,0.49,LEED,0,0,1986,eco,renewable,commercial,5.0,1.73,0,1,Non-Green,C
5037,1,0,wood,green,0.53,0.47,,0,0,1978,standard,conventional,residential,27.02,12.35,0,1,Green,C
5038,1,1,glass,green,0.69,0.2,BREEAM,1,1,2017,none,conventional,institutional,22.0,9.37,0,1,Non-Green,B
5039,0,1,bamboo,flat,0.81,0.14,,1,0,1987,none,renewable,commercial,38.7,18.17,0,0,Non-Green,D
5040,0,1,glass,green,0.53,0.06,,1,0,1970,standard,conventional,commercial,55.72,25.73,0,1,Non-Green,C
5041,0,1,steel,green,0.82,0.58,GreenMark,1,1,1971,none,conventional,industrial,51.56,23.34,1,1,Non-Green,B
5042,1,0,recycled,flat,0.27,0.45,BREEAM,0,0,1972,standard,conventional,commercial,37.47,16.87,0,0,Green,D
5043,1,0,concrete,green,0.71,0.43,,0,0,1961,standard,conventional,institutional,48.21,22.24,1,1,Non-Green,C
5044,0,1,glass,flat,0.39,0.05,,1,0,2004,eco,renewable,commercial,9.08,4.12,0,0,Non-Green,A
5045,1,0,bamboo,green,0.5,0.22,GreenMark,0,1,1977,none,renewable,commercial,10.84,5.62,0,0,Non-Green,C
5046,0,0,wood,green,0.45,0.24,,0,0,1972,standard,renewable,institutional,10.85,5.82,0,0,Green,B
5047,1,0,recycled,flat,0.46,0.28,GreenMark,0,0,2019,eco,conventional,residential,11.37,4.43,1,0,Green,C
5048,1,0,concrete,green,0.46,0.31,BREEAM,0,1,1967,eco,conventional,commercial,15.06,6.95,1,0,Non-Green,C
5049,0,0,glass,green,0.5,0.32,BREEAM,0,0,1970,standard,renewable,commercial,16.74,8.1,0,1,Green,D
5050,0,0,recycled,green,0.84,0.58,,0,1,1985,none,renewable,industrial,55.02,25.32,0,1,Green,E
5051,0,0,concrete,flat,0.48,0.56,,0,0,1972,standard,conventional,industrial,98.52,44.75,0,1,Non-Green,E
5052,0,1,recycled,green,0.55,0.76,LEED,1,0,1970,eco,renewable,commercial,5.0,1.0,1,0,Non-Green,B
5053,0,0,wood,flat,0.27,0.17,,0,0,2001,none,renewable,residential,16.7,7.19,0,0,Non-Green,C
5054,0,0,bamboo,flat,0.82,0.72,LEED,0,0,2003,none,conventional,institutional,35.41,15.28,0,0,Green,C
5055,0,0,bamboo,flat,0.52,0.68,LEED,0,0,2012,none,renewable,residential,29.89,14.29,0,0,Non-Green,E
5056,1,1,glass,flat,0.65,0.62,BREEAM,1,0,1963,none,renewable,industrial,28.46,13.52,0,0,Green,C
5057,0,0,concrete,flat,0.4,0.58,LEED,0,0,1963,none,renewable,residential,11.6,5.52,0,0,Green,B
5058,0,0,recycled,flat,0.24,0.02,BREEAM,0,0,1969,eco,renewable,institutional,16.89,8.14,0,1,Non-Green,E
5059,0,0,steel,flat,0.71,0.04,BREEAM,0,0,1968,none,conventional,institutional,28.01,11.9,1,0,Green,B
5060,1,0,wood,flat,0.88,0.65,BREEAM,0,1,1990,eco,renewable,residential,10.92,5.56,1,0,Green,D
5061,0,1,concrete,green,0.69,0.66,LEED,1,0,2000,standard,renewable,commercial,10.58,5.41,0,1,Non-Green,C
5062,1,1,steel,flat,0.47,0.33,BREEAM,1,0,2005,eco,renewable,industrial,12.31,5.62,0,0,Non-Green,C
5063,1,0,bamboo,green,0.86,0.03,BREEAM,0,0,1960,standard,renewable,commercial,7.15,2.89,0,1,Green,B
5064,1,0,concrete,green,0.67,0.15,LEED,0,0,2002,eco,conventional,institutional,21.1,9.81,0,1,Non-Green,D
5065,1,1,steel,flat,0.32,0.58,BREEAM,1,1,1989,eco,renewable,industrial,5.0,2.49,0,1,Non-Green,A
5066,1,0,concrete,flat,0.33,0.71,,0,1,2017,standard,renewable,commercial,44.62,19.8,0,1,Green,E
5067,1,0,wood,flat,0.28,0.11,GreenMark,0,1,1966,standard,conventional,commercial,38.08,16.5,0,0,Green,C
5068,1,0,concrete,flat,0.76,0.01,LEED,0,0,1980,none,renewable,commercial,21.57,9.24,0,1,Non-Green,C
5069,1,1,bamboo,flat,0.35,0.02,BREEAM,1,0,2007,eco,renewable,commercial,6.6,2.38,0,1,Non-Green,B
5070,1,0,glass,green,0.3,0.42,BREEAM,0,0,1962,none,conventional,institutional,60.99,27.09,0,1,Green,D
5071,1,0,wood,flat,0.34,0.72,,0,0,1986,standard,renewable,institutional,33.05,14.55,0,1,Non-Green,D
5072,1,1,concrete,green,0.56,0.13,BREEAM,1,1,2022,eco,conventional,commercial,7.05,2.65,0,1,Non-Green,A
5073,1,0,recycled,flat,0.46,0.51,BREEAM,0,1,2018,standard,renewable,industrial,14.81,7.5,0,0,Non-Green,D
5074,1,0,bamboo,green,0.5,0.4,BREEAM,0,0,1993,none,renewable,industrial,11.73,6.14,0,1,Non-Green,B
5075,0,1,steel,flat,0.36,0.18,LEED,1,0,1984,none,renewable,commercial,15.17,7.67,0,0,Green,C
5076,1,0,bamboo,flat,0.85,0.37,LEED,0,0,2017,standard,conventional,industrial,13.65,6.04,1,1,Non-Green,B
5077,1,0,wood,green,0.4,0.77,LEED,0,1,1963,standard,renewable,institutional,14.98,7.28,0,0,Green,D
5078,1,0,steel,flat,0.3,0.38,,0,0,1987,none,renewable,residential,35.4,16.95,0,1,Green,D
5079,1,0,recycled,green,0.89,0.4,BREEAM,0,0,2004,eco,renewable,industrial,5.0,1.02,0,1,Non-Green,B
5080,1,0,wood,green,0.8,0.3,LEED,0,1,1961,none,conventional,residential,5.0,1.02,0,1,Green,A
5081,0,0,glass,green,0.59,0.02,LEED,0,1,1992,none,renewable,institutional,34.24,15.33,1,0,Green,E
5082,0,0,steel,green,0.57,0.52,BREEAM,0,0,1978,none,renewable,residential,25.26,12.13,0,1,Non-Green,D
5083,1,1,bamboo,green,0.83,0.65,,1,0,1998,standard,conventional,residential,27.78,12.0,0,0,Green,B
5084,1,0,steel,green,0.27,0.13,LEED,0,1,2001,none,conventional,residential,21.53,8.89,0,1,Green,C
5085,1,0,glass,green,0.36,0.36,,0,0,1991,eco,conventional,residential,15.41,7.11,0,0,Green,A
5086,0,0,wood,green,0.74,0.44,,0,1,2016,eco,conventional,commercial,37.42,16.94,0,1,Non-Green,C
5087,0,1,glass,green,0.81,0.01,LEED,1,0,1962,none,conventional,industrial,24.58,11.61,0,1,Green,B
5088,0,0,wood,green,0.49,0.18,LEED,0,1,1979,standard,renewable,residential,18.82,8.27,1,1,Green,E
5089,0,0,wood,flat,0.29,0.7,BREEAM,0,1,1965,none,conventional,institutional,33.69,14.56,0,1,Non-Green,C
5090,1,0,wood,green,0.89,0.57,,0,1,1969,eco,renewable,institutional,5.08,2.89,0,1,Non-Green,B
5091,0,0,recycled,flat,0.28,0.57,,0,0,1975,none,renewable,residential,13.47,5.3,0,1,Green,B
5092,0,0,recycled,flat,0.29,0.27,BREEAM,0,0,1991,eco,conventional,industrial,5.0,1.0,0,0,Non-Green,A
5093,1,1,steel,flat,0.3,0.1,,1,0,1999,none,conventional,residential,56.44,26.08,1,0,Green,C
5094,1,0,steel,green,0.43,0.68,,0,1,1990,standard,renewable,commercial,13.15,5.23,1,0,Non-Green,A
5095,1,0,steel,green,0.89,0.27,LEED,0,0,2019,none,conventional,commercial,62.7,28.33,0,1,Green,D
5096,0,0,concrete,flat,0.74,0.0,,0,0,1971,eco,renewable,institutional,5.3,3.26,0,1,Green,A
5097,1,1,concrete,green,0.37,0.24,LEED,1,0,1976,eco,renewable,commercial,5.0,1.0,1,0,Green,A
5098,0,0,steel,green,0.52,0.23,LEED,0,1,1984,none,conventional,industrial,81.95,36.99,0,1,Non-Green,E
5099,1,0,wood,green,0.44,0.21,,0,1,1986,standard,conventional,residential,23.63,10.3,0,0,Green,C
5100,0,0,glass,green,0.35,0.06,BREEAM,0,1,1987,none,conventional,commercial,61.72,28.67,0,0,Green,D
5101,1,0,steel,flat,0.37,0.12,,0,0,1973,eco,conventional,industrial,39.2,17.14,0,0,Non-Green,B
5102,1,0,recycled,flat,0.39,0.49,,0,1,2021,eco,renewable,commercial,21.2,9.12,0,0,Non-Green,D
5103,0,0,recycled,flat,0.52,0.54,GreenMark,0,0,1986,none,conventional,institutional,18.0,7.35,0,1,Green,B
5104,1,0,concrete,green,0.46,0.56,,0,1,1990,none,conventional,institutional,58.49,26.75,0,0,Non-Green,C
5105,1,0,glass,flat,0.57,0.76,,0,0,1991,none,conventional,residential,29.49,13.37,0,1,Green,A
5106,0,0,concrete,flat,0.56,0.72,BREEAM,0,0,1964,standard,renewable,industrial,12.47,5.3,1,0,Non-Green,B
5107,1,0,bamboo,green,0.29,0.1,,0,0,2005,standard,conventional,industrial,37.89,17.94,0,0,Non-Green,B
5108,1,0,wood,green,0.43,0.49,BREEAM,0,0,1992,none,conventional,institutional,43.81,20.44,0,1,Green,D
5109,1,1,recycled,flat,0.88,0.22,BREEAM,1,0,1995,eco,conventional,residential,21.62,10.21,0,0,Green,D
5110,1,1,concrete,green,0.39,0.61,,1,0,2017,none,renewable,commercial,54.6,24.01,0,0,Green,E
5111,0,1,bamboo,flat,0.34,0.45,,1,0,1981,eco,conventional,industrial,34.11,16.41,1,1,Non-Green,C
5112,1,1,glass,flat,0.67,0.44,BREEAM,1,0,1995,none,renewable,residential,10.8,4.01,0,1,Green,B
5113,0,0,recycled,flat,0.62,0.57,,0,0,1989,standard,conventional,industrial,53.9,24.69,0,1,Non-Green,C
5114,1,1,steel,flat,0.47,0.06,GreenMark,1,1,2023,standard,conventional,institutional,32.98,14.72,0,1,Green,B
5115,0,0,glass,flat,0.8,0.78,BREEAM,0,1,1995,standard,renewable,commercial,15.28,7.11,0,0,Green,C
5116,1,0,concrete,flat,0.83,0.43,BREEAM,0,1,1968,none,conventional,industrial,59.74,26.64,0,0,Green,D
5117,1,0,bamboo,green,0.48,0.26,LEED,0,0,1979,standard,conventional,residential,32.32,13.87,0,1,Green,D
5118,1,0,glass,green,0.21,0.16,BREEAM,0,1,2010,none,conventional,institutional,32.13,14.7,1,1,Green,B
5119,1,1,bamboo,green,0.62,0.32,LEED,1,1,1980,standard,conventional,residential,5.0,1.85,1,0,Green,C
5120,1,0,steel,flat,0.31,0.25,LEED,0,0,1962,none,conventional,industrial,55.93,25.93,0,0,Non-Green,C
5121,1,0,recycled,green,0.49,0.0,GreenMark,0,0,2011,none,renewable,industrial,13.89,6.74,0,1,Green,C
5122,1,1,glass,flat,0.76,0.0,,1,0,1998,eco,renewable,industrial,8.65,4.44,1,0,Non-Green,A
5123,0,0,bamboo,green,0.71,0.05,,0,0,1972,eco,renewable,industrial,9.05,5.0,0,0,Non-Green,B
5124,1,0,recycled,green,0.29,0.68,BREEAM,0,1,1966,standard,renewable,institutional,9.26,3.55,0,1,Green,B
5125,1,1,bamboo,flat,0.82,0.77,BREEAM,1,0,1961,eco,conventional,commercial,30.2,13.4,0,0,Green,D
5126,0,0,concrete,flat,0.43,0.1,GreenMark,0,0,1995,eco,conventional,industrial,50.86,23.09,0,1,Green,E
5127,1,0,wood,flat,0.7,0.32,LEED,0,0,1996,standard,conventional,residential,18.7,9.14,0,1,Green,C
5128,0,0,steel,flat,0.46,0.22,LEED,0,0,1971,eco,conventional,industrial,22.54,11.08,0,1,Non-Green,C
5129,0,0,steel,flat,0.49,0.2,LEED,0,1,1987,none,conventional,commercial,11.18,5.29,0,0,Non-Green,A
5130,1,1,glass,green,0.6,0.46,,1,0,1983,none,renewable,institutional,16.5,8.4,1,1,Non-Green,A
5131,1,0,wood,green,0.79,0.8,GreenMark,0,0,2012,none,conventional,institutional,50.41,23.72,1,0,Green,D
5132,0,0,steel,green,0.22,0.61,BREEAM,0,0,1972,none,conventional,institutional,49.11,23.1,1,0,Green,C
5133,0,0,recycled,green,0.53,0.03,GreenMark,0,0,1976,none,renewable,industrial,9.84,3.9,1,1,Green,A
5134,1,0,recycled,flat,0.71,0.51,,0,1,2022,eco,conventional,industrial,54.83,24.51,0,1,Green,D
5135,0,1,wood,green,0.27,0.71,BREEAM,1,1,2023,standard,conventional,institutional,5.0,2.2,0,0,Green,A
5136,0,0,steel,green,0.44,0.39,BREEAM,0,0,1974,eco,renewable,residential,5.0,1.0,1,0,Green,A
5137,0,0,concrete,green,0.66,0.48,LEED,0,0,2009,eco,conventional,residential,5.0,1.0,1,1,Green,A
5138,1,0,steel,green,0.65,0.58,LEED,0,0,2008,eco,conventional,residential,5.0,1.0,0,1,Green,A
5139,1,1,glass,flat,0.73,0.64,BREEAM,1,0,1964,standard,conventional,residential,22.27,9.47,0,0,Non-Green,B
5140,1,1,bamboo,flat,0.24,0.15,LEED,1,0,1982,none,conventional,institutional,38.08,17.35,0,1,Green,D
5141,0,0,glass,flat,0.26,0.36,BREEAM,0,0,2002,none,conventional,residential,48.95,22.89,0,0,Green,D
5142,0,0,steel,flat,0.51,0.79,BREEAM,0,1,1999,eco,conventional,institutional,32.36,15.33,0,1,Green,D
5143,1,0,wood,green,0.35,0.06,LEED,0,0,1992,standard,conventional,institutional,19.66,9.74,0,0,Green,C
5144,1,1,concrete,green,0.24,0.26,,1,1,1976,eco,renewable,institutional,7.34,2.9,1,1,Green,A
5145,0,0,concrete,flat,0.36,0.67,,0,0,2020,eco,renewable,industrial,25.71,11.87,0,0,Non-Green,D
5146,1,1,recycled,green,0.55,0.14,,1,0,1978,standard,conventional,commercial,59.64,26.35,0,0,Green,D
5147,1,0,recycled,green,0.46,0.28,,0,0,1970,standard,conventional,industrial,55.21,25.44,1,1,Non-Green,C
5148,0,1,wood,green,0.82,0.46,,1,0,2020,none,renewable,industrial,36.92,16.24,0,1,Non-Green,C
5149,0,0,wood,green,0.32,0.09,BREEAM,0,0,1963,standard,conventional,residential,5.0,1.0,0,0,Green,A
5150,1,0,wood,green,0.33,0.45,LEED,0,1,1991,none,renewable,commercial,7.36,2.71,0,0,Green,B
5151,1,0,steel,flat,0.84,0.71,LEED,0,0,1989,eco,conventional,residential,5.0,1.0,1,1,Green,A
5152,1,0,recycled,green,0.26,0.71,,0,0,1968,standard,conventional,commercial,75.13,34.71,0,0,Green,E
5153,1,1,steel,green,0.3,0.75,GreenMark,1,1,2007,none,conventional,industrial,100.23,45.01,0,0,Green,E
5154,1,1,glass,green,0.23,0.42,BREEAM,1,0,2000,none,renewable,industrial,38.26,18.29,0,0,Non-Green,E
5155,0,1,concrete,flat,0.21,0.58,GreenMark,1,0,2018,eco,conventional,industrial,37.33,16.96,0,0,Green,D
5156,0,0,glass,flat,0.74,0.05,GreenMark,0,0,1981,none,conventional,commercial,37.2,17.46,1,1,Green,B
5157,1,0,glass,flat,0.47,0.6,BREEAM,0,0,1984,standard,conventional,residential,25.16,11.73,0,1,Green,C
5158,0,1,bamboo,green,0.24,0.69,LEED,1,0,1986,standard,conventional,residential,21.61,9.99,0,1,Green,D
5159,1,0,bamboo,green,0.21,0.64,BREEAM,0,0,1962,eco,conventional,institutional,5.0,1.05,0,0,Non-Green,A
5160,1,0,recycled,green,0.87,0.29,GreenMark,0,0,1963,eco,renewable,residential,5.0,1.0,0,1,Green,A
5161,0,0,steel,green,0.63,0.36,BREEAM,0,0,2000,eco,conventional,institutional,15.52,6.79,0,1,Green,B
5162,1,0,recycled,green,0.43,0.08,GreenMark,0,1,1983,eco,renewable,industrial,7.35,3.91,0,1,Non-Green,C
5163,0,0,concrete,flat,0.89,0.65,BREEAM,0,0,1987,eco,conventional,industrial,25.87,11.23,0,1,Non-Green,C
5164,1,0,bamboo,green,0.48,0.01,GreenMark,0,0,1960,none,conventional,institutional,24.37,10.89,0,1,Non-Green,C
5165,0,0,bamboo,flat,0.36,0.04,LEED,0,0,2000,eco,renewable,institutional,7.28,3.58,0,0,Green,C
5166,0,1,steel,green,0.22,0.71,,1,1,1981,none,conventional,institutional,75.17,34.11,0,1,Green,D
5167,0,0,steel,flat,0.32,0.79,GreenMark,0,1,1994,eco,renewable,commercial,8.59,4.08,1,0,Green,B
5168,1,0,recycled,green,0.65,0.65,GreenMark,0,0,2006,standard,renewable,industrial,22.58,9.58,0,0,Green,D
5169,0,0,concrete,flat,0.54,0.79,,0,1,1975,none,conventional,industrial,86.29,39.14,1,1,Non-Green,C
5170,1,1,bamboo,flat,0.66,0.79,GreenMark,1,0,1960,none,conventional,commercial,51.18,22.74,0,1,Non-Green,C
5171,1,0,bamboo,flat,0.49,0.18,LEED,0,0,2016,standard,renewable,residential,5.0,1.05,1,0,Non-Green,B
5172,0,0,steel,green,0.63,0.53,LEED,0,1,1995,eco,renewable,commercial,5.0,1.55,0,1,Non-Green,B
5173,1,0,bamboo,flat,0.2,0.62,LEED,0,0,1984,none,conventional,commercial,73.63,33.01,0,0,Non-Green,E
5174,0,0,concrete,green,0.75,0.53,LEED,0,1,2008,eco,conventional,industrial,6.14,3.29,0,0,Green,A
5175,1,0,concrete,flat,0.31,0.57,BREEAM,0,0,1996,standard,renewable,residential,5.0,1.0,0,1,Green,A
5176,1,1,steel,flat,0.27,0.06,GreenMark,1,1,2012,eco,renewable,residential,8.49,3.48,0,0,Green,C
5177,0,1,bamboo,flat,0.56,0.63,,1,0,1962,standard,conventional,commercial,69.5,32.4,1,0,Non-Green,D
5178,0,0,wood,flat,0.71,0.46,LEED,0,1,1983,standard,conventional,residential,45.89,20.59,1,0,Green,E
5179,1,0,steel,flat,0.77,0.22,,0,0,1993,none,conventional,industrial,138.77,63.11,0,0,Non-Green,E
5180,1,1,bamboo,flat,0.29,0.65,GreenMark,1,0,1980,none,conventional,residential,23.74,11.44,0,0,Non-Green,B
5181,0,0,wood,green,0.44,0.32,GreenMark,0,0,1977,eco,conventional,industrial,16.08,7.36,0,1,Non-Green,C
5182,0,1,wood,green,0.43,0.78,GreenMark,1,1,2023,none,renewable,commercial,30.84,13.25,0,0,Green,D
5183,0,0,concrete,green,0.57,0.32,BREEAM,0,0,1989,standard,conventional,industrial,34.81,15.14,0,1,Non-Green,C
5184,0,1,recycled,green,0.82,0.15,,1,0,2012,none,renewable,industrial,30.86,14.78,0,0,Non-Green,C
5185,0,1,glass,flat,0.69,0.02,LEED,1,1,1963,none,renewable,industrial,19.94,9.17,1,1,Non-Green,C
5186,1,1,wood,flat,0.29,0.3,GreenMark,1,0,2008,standard,conventional,residential,27.41,12.44,0,1,Green,C
5187,0,1,bamboo,flat,0.56,0.69,,1,0,1971,standard,renewable,institutional,15.77,6.82,0,0,Green,C
5188,0,0,concrete,green,0.35,0.77,,0,1,2021,eco,renewable,institutional,8.55,3.4,1,0,Green,A
5189,0,1,bamboo,green,0.67,0.64,BREEAM,1,0,1973,standard,renewable,commercial,9.72,3.82,0,0,Non-Green,C
5190,0,0,steel,green,0.29,0.5,BREEAM,0,1,2016,standard,conventional,institutional,8.92,3.88,1,0,Non-Green,A
5191,1,0,recycled,green,0.82,0.73,BREEAM,0,0,2005,eco,renewable,industrial,12.46,4.97,1,1,Non-Green,C
5192,0,1,steel,flat,0.6,0.12,LEED,1,0,2017,standard,renewable,residential,7.55,3.33,0,0,Non-Green,B
5193,0,1,bamboo,green,0.42,0.06,LEED,1,0,1999,standard,conventional,commercial,31.44,15.16,0,0,Green,D
5194,1,1,bamboo,green,0.84,0.63,GreenMark,1,1,2007,standard,conventional,industrial,32.59,14.89,1,1,Green,C
5195,0,0,steel,green,0.65,0.18,,0,1,1990,eco,renewable,institutional,5.9,3.3,1,0,Non-Green,B
5196,0,1,recycled,green,0.3,0.37,GreenMark,1,0,1974,standard,conventional,industrial,15.59,6.95,0,0,Non-Green,B
5197,1,1,glass,flat,0.83,0.71,,1,0,2022,none,renewable,commercial,24.62,10.86,0,1,Green,B
